tree_cn,plot_cn,block,plot,x_pos,y_pos,tree,position,species,spec_long,spec_short,origin,group,plot_species,sr,fert,mortality_2017,mortality_2018,mortality_2019,beetles,height_2017,height_2018,dia_2017,dia_2018,height,pos,rsheight,height_new
I.1.100.4.6,I.1.100,1,100,4,6,4.6,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACSA_QURO,2,Control,NA,dead,dead,0,120,NA,9,NA,1.2,NA,NA,0
I.1.100.4.7,I.1.100,1,100,4,7,4.7,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACSA_QURO,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,1.14056159973662,1.14056159973662
I.1.100.5.1,I.1.100,1,100,5,1,5.1,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACSA_QURO,2,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,W,1.78814438329263,1.78814438329263
I.1.100.5.2,I.1.100,1,100,5,2,5.2,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_QURO,2,Control,NA,alive,alive,0,260,430,25,26,4.3,NA,NA,4.3
I.1.100.5.3,I.1.100,1,100,5,3,5.3,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACSA_QURO,2,Control,NA,alive,alive,0,90,90,6,7,0.9,NA,NA,0.9
I.1.100.5.4,I.1.100,1,100,5,4,5.4,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_QURO,2,Control,NA,alive,alive,0,370,488,21,22,4.88,NA,NA,4.88
I.1.100.5.5,I.1.100,1,100,5,5,5.5,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACSA_QURO,2,Control,dead,dead,dead,0,NA,NA,NA,NA,NA,NA,NA,0
I.1.100.5.6,I.1.100,1,100,5,6,5.6,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_QURO,2,Control,NA,alive,alive,0,440,592,32,34,5.92,NA,NA,5.92
I.1.100.5.7,I.1.100,1,100,5,7,5.7,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_QURO,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,4.80067148984651,4.80067148984651
I.1.100.6.1,I.1.100,1,100,6,1,6.1,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_QURO,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,5.44825427340252,5.44825427340252
I.1.100.6.2,I.1.100,1,100,6,2,6.2,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACSA_QURO,2,Control,NA,dead,dead,0,100,88,8,7,0.88,NA,NA,0.88
I.1.100.6.3,I.1.100,1,100,6,3,6.3,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACSA_QURO,2,Control,dead,dead,dead,0,NA,NA,NA,NA,NA,NA,NA,0
I.1.100.6.4,I.1.100,1,100,6,4,6.4,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_QURO,2,Control,NA,alive,alive,0,470,620,37,40.5,6.2,NA,NA,6.2
I.1.100.6.5,I.1.100,1,100,6,5,6.5,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACSA_QURO,2,Control,NA,alive,alive,0,370,381,22,22,3.81,NA,NA,3.81
I.1.100.6.6,I.1.100,1,100,6,6,6.6,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_QURO,2,Control,NA,alive,alive,0,350,410,35,26.5,4.1,NA,NA,4.1
I.1.100.6.7,I.1.100,1,100,6,7,6.7,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACSA_QURO,2,Control,NA,damaged,resprouted,0,NA,NA,NA,NA,NA,E,1.14056159973662,1.14056159973662
I.1.100.7.1,I.1.100,1,100,7,1,7.1,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACSA_QURO,2,Control,NA,damaged,alive,0,NA,NA,NA,NA,NA,SW,1.65700607103761,1.65700607103761
I.1.100.7.2,I.1.100,1,100,7,2,7.2,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_QURO,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,5.60379372050247,5.60379372050247
I.1.100.7.3,I.1.100,1,100,7,3,7.3,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_QURO,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,5.60379372050247,5.60379372050247
I.1.100.7.4,I.1.100,1,100,7,4,7.4,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACSA_QURO,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,1.94368383039258,1.94368383039258
I.1.100.7.5,I.1.100,1,100,7,5,7.5,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_QURO,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,5.60379372050247,5.60379372050247
I.1.100.7.6,I.1.100,1,100,7,6,7.6,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACSA_QURO,2,Control,NA,dead,alive,0,NA,NA,NA,NA,NA,S,1.94368383039258,1.94368383039258
I.1.100.7.7,I.1.100,1,100,7,7,7.7,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_QURO,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,SE,4.97854444760848,4.97854444760848
I.1.101.1.1,I.1.101,1,101,1,1,1.1,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,NW,2.36468423678901,2.36468423678901
I.1.101.1.2,I.1.101,1,101,1,2,1.2,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,alive,resprouted,0,NA,NA,NA,NA,NA,N,5.67208755664611,5.67208755664611
I.1.101.1.3,I.1.101,1,101,1,3,1.3,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,N,2.19717846573702,2.19717846573702
I.1.101.1.4,I.1.101,1,101,1,4,1.4,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,damaged,alive,0,NA,NA,NA,NA,NA,N,5.67208755664611,5.67208755664611
I.1.101.1.5,I.1.101,1,101,1,5,1.5,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,N,5.67208755664611,5.67208755664611
I.1.101.1.6,I.1.101,1,101,1,6,1.6,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,N,2.19717846573702,2.19717846573702
I.1.101.1.7,I.1.101,1,101,1,7,1.7,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,NE,6.17050228331108,6.17050228331108
I.1.101.2.1,I.1.101,1,101,2,1,2.1,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,W,5.69624976508211,5.69624976508211
I.1.101.2.2,I.1.101,1,101,2,2,2.2,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,50,44,4,9.1,0.44,NA,NA,0.44
I.1.101.2.3,I.1.101,1,101,2,3,2.3,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,dead,dead,0,440,580,43,45,5.8,NA,NA,5.8
I.1.101.2.4,I.1.101,1,101,2,4,2.4,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,dead,dead,0,560,650,51,60,6.5,NA,NA,6.5
I.1.101.2.5,I.1.101,1,101,2,5,2.5,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,dead,dead,dead,0,NA,NA,NA,NA,NA,NA,NA,0
I.1.101.2.6,I.1.101,1,101,2,6,2.6,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,560,680,63,65,6.8,NA,NA,6.8
I.1.101.2.7,I.1.101,1,101,2,7,2.7,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,E,1.40035205288201,1.40035205288201
I.1.101.3.1,I.1.101,1,101,3,1,3.1,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,W,2.22134067417301,2.22134067417301
I.1.101.3.2,I.1.101,1,101,3,2,3.2,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,540,625,67,74,6.25,NA,NA,6.25
I.1.101.3.3,I.1.101,1,101,3,3,3.3,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,265,257,19,20,2.57,NA,NA,2.57
I.1.101.3.4,I.1.101,1,101,3,4,3.4,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,160,201,13,14,2.01,NA,NA,2.01
I.1.101.3.5,I.1.101,1,101,3,5,3.5,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,dead,dead,dead,0,NA,NA,NA,NA,NA,NA,NA,0
I.1.101.3.6,I.1.101,1,101,3,6,3.6,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,305,243,22,24,2.43,NA,NA,2.43
I.1.101.3.7,I.1.101,1,101,3,7,3.7,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,E,4.8752611437911,4.8752611437911
I.1.101.4.1,I.1.101,1,101,4,1,4.1,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,W,2.22134067417301,2.22134067417301
I.1.101.4.2,I.1.101,1,101,4,2,4.2,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,damaged,resprouted,0,600,238,66,74,2.38,NA,NA,2.38
I.1.101.4.3,I.1.101,1,101,4,3,4.3,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,115,129,11,12,1.29,NA,NA,1.29
I.1.101.4.4,I.1.101,1,101,4,4,4.4,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,dead,dead,0,420,415,32,34,4.15,NA,NA,4.15
I.1.101.4.5,I.1.101,1,101,4,5,4.5,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,dead,dead,0,50,31,4,4,0.31,NA,NA,0.31
I.1.101.4.6,I.1.101,1,101,4,6,4.6,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,dead,dead,0,480,520,57,57.5,5.2,NA,NA,5.2
I.1.101.4.7,I.1.101,1,101,4,7,4.7,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,E,4.8752611437911,4.8752611437911
I.1.101.5.1,I.1.101,1,101,5,1,5.1,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,W,2.22134067417301,2.22134067417301
I.1.101.5.2,I.1.101,1,101,5,2,5.2,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,dead,dead,dead,0,NA,NA,NA,NA,NA,NA,NA,0
I.1.101.5.3,I.1.101,1,101,5,3,5.3,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,dead,dead,0,510,570,52,53,5.7,NA,NA,5.7
I.1.101.5.4,I.1.101,1,101,5,4,5.4,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,200,237,21,24,2.37,NA,NA,2.37
I.1.101.5.5,I.1.101,1,101,5,5,5.5,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,dead,dead,dead,0,NA,NA,NA,NA,NA,NA,NA,0
I.1.101.5.6,I.1.101,1,101,5,6,5.6,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,550,620,52,56,6.2,NA,NA,6.2
I.1.101.5.7,I.1.101,1,101,5,7,5.7,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,E,1.40035205288201,1.40035205288201
I.1.101.6.1,I.1.101,1,101,6,1,6.1,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,W,5.69624976508211,5.69624976508211
I.1.101.6.2,I.1.101,1,101,6,2,6.2,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,400,430,28,29,4.3,NA,NA,4.3
I.1.101.6.3,I.1.101,1,101,6,3,6.3,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,205,215,14,1.4,2.15,NA,NA,2.15
I.1.101.6.4,I.1.101,1,101,6,4,6.4,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,dead,dead,0,430,470,45,7.5,4.7,NA,NA,4.7
I.1.101.6.5,I.1.101,1,101,6,5,6.5,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,105,138,7,7,1.38,NA,NA,1.38
I.1.101.6.6,I.1.101,1,101,6,6,6.6,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,250,301,22,24,3.01,NA,NA,3.01
I.1.101.6.7,I.1.101,1,101,6,7,6.7,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,E,4.8752611437911,4.8752611437911
I.1.101.7.1,I.1.101,1,101,7,1,7.1,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,SW,5.31415528086207,5.31415528086207
I.1.101.7.2,I.1.101,1,101,7,2,7.2,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,S,1.22342008648702,1.22342008648702
I.1.101.7.3,I.1.101,1,101,7,3,7.3,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,S,4.69832917739611,4.69832917739611
I.1.101.7.4,I.1.101,1,101,7,4,7.4,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,S,1.22342008648702,1.22342008648702
I.1.101.7.5,I.1.101,1,101,7,5,7.5,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,S,4.69832917739611,4.69832917739611
I.1.101.7.6,I.1.101,1,101,7,6,7.6,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,S,1.22342008648702,1.22342008648702
I.1.101.7.7,I.1.101,1,101,7,7,7.7,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO,2,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,SE,3.705209597822521,3.705209597822521
I.1.102.1.1,I.1.102,1,102,1,1,1.1,edge,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,NW,3.41442253419601,3.41442253419601
I.1.102.1.2,I.1.102,1,102,1,2,1.2,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,damaged,dead,0,NA,NA,NA,NA,NA,N,0.995880137711994,0.995880137711994
I.1.102.1.3,I.1.102,1,102,1,3,1.3,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,1.58388013771199,1.58388013771199
I.1.102.1.4,I.1.102,1,102,1,4,1.4,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,1.70388013771199,1.70388013771199
I.1.102.1.5,I.1.102,1,102,1,5,1.5,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,3.84888013771199,3.84888013771199
I.1.102.1.6,I.1.102,1,102,1,6,1.6,edge,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,N,2.38638013771199,2.38638013771199
I.1.102.1.7,I.1.102,1,102,1,7,1.7,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,NE,1.71194572755499,1.71194572755499
I.1.102.2.1,I.1.102,1,102,2,1,2.1,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,W,2.246527240105,2.246527240105
I.1.102.2.2,I.1.102,1,102,2,2,2.2,center,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,360,430,45,49.5,4.3,NA,NA,4.3
I.1.102.2.3,I.1.102,1,102,2,3,2.3,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,damaged,alive,alive,0,NA,94,NA,6,0.94,NA,NA,0.94
I.1.102.2.4,I.1.102,1,102,2,4,2.4,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,240,315,6,44,3.15,NA,NA,3.15
I.1.102.2.5,I.1.102,1,102,2,5,2.5,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,130,147,43,10.5,1.47,NA,NA,1.47
I.1.102.2.6,I.1.102,1,102,2,6,2.6,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,dead,dead,dead,0,NA,NA,NA,NA,NA,NA,NA,0
I.1.102.2.7,I.1.102,1,102,2,7,2.7,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,dead,0,NA,NA,NA,NA,NA,E,4.204748131487,4.204748131487
I.1.102.3.1,I.1.102,1,102,3,1,3.1,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,5.02319390677167,5.02319390677167
I.1.102.3.2,I.1.102,1,102,3,2,3.2,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,100,120,20,18,1.2,NA,NA,1.2
I.1.102.3.3,I.1.102,1,102,3,3,3.3,center,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,360,329,40,38,3.29,NA,NA,3.29
I.1.102.3.4,I.1.102,1,102,3,4,3.4,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,damaged,alive,0,90,118,29,24,1.18,NA,NA,1.18
I.1.102.3.5,I.1.102,1,102,3,5,3.5,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,370,535,30,36.5,5.35,NA,NA,5.35
I.1.102.3.6,I.1.102,1,102,3,6,3.6,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,180,218,29,30,2.18,NA,NA,2.18
I.1.102.3.7,I.1.102,1,102,3,7,3.7,edge,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,E,2.742248131487,2.742248131487
I.1.102.4.1,I.1.102,1,102,4,1,4.1,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,W,4.511527240105,4.511527240105
I.1.102.4.2,I.1.102,1,102,4,2,4.2,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,190,193,33,31,1.93,NA,NA,1.93
I.1.102.4.3,I.1.102,1,102,4,3,4.3,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,320,341,27,24.5,3.41,NA,NA,3.41
I.1.102.4.4,I.1.102,1,102,4,4,4.4,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,370,505,32,35.5,5.05,NA,NA,5.05
I.1.102.4.5,I.1.102,1,102,4,5,4.5,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,resprouted,0,450,550,53,64.5,5.5,NA,NA,5.5
I.1.102.4.6,I.1.102,1,102,4,6,4.6,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,80,95,1,10,0.95,NA,NA,0.95
I.1.102.4.7,I.1.102,1,102,4,7,4.7,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,2.059748131487,2.059748131487
I.1.102.5.1,I.1.102,1,102,5,1,5.1,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,5.02319390677167,5.02319390677167
I.1.102.5.2,I.1.102,1,102,5,2,5.2,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,220,248,15,16,2.48,NA,NA,2.48
I.1.102.5.3,I.1.102,1,102,5,3,5.3,center,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,120,115,14,12,1.15,NA,NA,1.15
I.1.102.5.4,I.1.102,1,102,5,4,5.4,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,110,101,22,20,1.01,NA,NA,1.01
I.1.102.5.5,I.1.102,1,102,5,5,5.5,center,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,250,263,43,36.5,2.63,NA,NA,2.63
I.1.102.5.6,I.1.102,1,102,5,6,5.6,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,140,169,24,24,1.69,NA,NA,1.69
I.1.102.5.7,I.1.102,1,102,5,7,5.7,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,1.939748131487,1.939748131487
I.1.102.6.1,I.1.102,1,102,6,1,6.1,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,2.246527240105,2.246527240105
I.1.102.6.2,I.1.102,1,102,6,2,6.2,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,dead,0,250,306,28,29.5,3.06,NA,NA,3.06
I.1.102.6.3,I.1.102,1,102,6,3,6.3,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,180,213,32,40.5,2.13,NA,NA,2.13
I.1.102.6.4,I.1.102,1,102,6,4,6.4,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,250,375,23,25.5,3.75,NA,NA,3.75
I.1.102.6.5,I.1.102,1,102,6,5,6.5,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,310,405,22,25,4.05,NA,NA,4.05
I.1.102.6.6,I.1.102,1,102,6,6,6.6,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,dead,0,460,525,59,69.5,5.25,NA,NA,5.25
I.1.102.6.7,I.1.102,1,102,6,7,6.7,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,2.059748131487,2.059748131487
I.1.102.7.1,I.1.102,1,102,7,1,7.1,edge,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,dead,0,NA,NA,NA,NA,NA,SW,2.883180309908,2.883180309908
I.1.102.7.2,I.1.102,1,102,7,2,7.2,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,S,1.57451126957398,1.57451126957398
I.1.102.7.3,I.1.102,1,102,7,3,7.3,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,4.93917793624064,4.93917793624064
I.1.102.7.4,I.1.102,1,102,7,4,7.4,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,ANGIO_NA_GYMNO_EU,6,Control,NA,alive,dead,0,NA,NA,NA,NA,NA,S,4.42751126957398,4.42751126957398
